mode,camera_id,map_type,topic,message_index,width,height,pixel_format_type,data_size,saved_raw_rgb_path,saved_decoded_label_path,saved_semantic_decoded_path,saved_gazebo_instance_count_path,semantic_label_channel,instance_count_high_channel,instance_count_low_channel,gazebo_instance_count_encoding,gazebo_instance_count_is_stable_instance_id,metadata_path
panoptic,cam_corner_ne,labels_map,/perception/native/panoptic/cam_corner_ne/labels_map,0,640,480,RGB_INT8,921600,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_ne/labels_maps_rgb/000000.ppm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_ne/semantic_decoded/000000.pgm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_ne/semantic_decoded/000000.pgm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_ne/gazebo_instance_count/000000.pgm,2,1,0,rgb[1] * 256 + rgb[0],False,rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_ne/metadata/000000.json
panoptic,cam_corner_ne,labels_map,/perception/native/panoptic/cam_corner_ne/labels_map,1,640,480,RGB_INT8,921600,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_ne/labels_maps_rgb/000001.ppm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_ne/semantic_decoded/000001.pgm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_ne/semantic_decoded/000001.pgm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_ne/gazebo_instance_count/000001.pgm,2,1,0,rgb[1] * 256 + rgb[0],False,rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_ne/metadata/000001.json
panoptic,cam_corner_ne,labels_map,/perception/native/panoptic/cam_corner_ne/labels_map,2,640,480,RGB_INT8,921600,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_ne/labels_maps_rgb/000002.ppm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_ne/semantic_decoded/000002.pgm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_ne/semantic_decoded/000002.pgm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_ne/gazebo_instance_count/000002.pgm,2,1,0,rgb[1] * 256 + rgb[0],False,rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_ne/metadata/000002.json
panoptic,cam_corner_nw,labels_map,/perception/native/panoptic/cam_corner_nw/labels_map,0,640,480,RGB_INT8,921600,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_nw/labels_maps_rgb/000000.ppm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_nw/semantic_decoded/000000.pgm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_nw/semantic_decoded/000000.pgm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_nw/gazebo_instance_count/000000.pgm,2,1,0,rgb[1] * 256 + rgb[0],False,rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_nw/metadata/000000.json
panoptic,cam_corner_nw,labels_map,/perception/native/panoptic/cam_corner_nw/labels_map,1,640,480,RGB_INT8,921600,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_nw/labels_maps_rgb/000001.ppm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_nw/semantic_decoded/000001.pgm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_nw/semantic_decoded/000001.pgm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_nw/gazebo_instance_count/000001.pgm,2,1,0,rgb[1] * 256 + rgb[0],False,rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_nw/metadata/000001.json
panoptic,cam_corner_nw,labels_map,/perception/native/panoptic/cam_corner_nw/labels_map,2,640,480,RGB_INT8,921600,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_nw/labels_maps_rgb/000002.ppm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_nw/semantic_decoded/000002.pgm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_nw/semantic_decoded/000002.pgm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_nw/gazebo_instance_count/000002.pgm,2,1,0,rgb[1] * 256 + rgb[0],False,rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_nw/metadata/000002.json
panoptic,cam_corner_se,labels_map,/perception/native/panoptic/cam_corner_se/labels_map,0,640,480,RGB_INT8,921600,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_se/labels_maps_rgb/000000.ppm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_se/semantic_decoded/000000.pgm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_se/semantic_decoded/000000.pgm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_se/gazebo_instance_count/000000.pgm,2,1,0,rgb[1] * 256 + rgb[0],False,rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_se/metadata/000000.json
panoptic,cam_corner_se,labels_map,/perception/native/panoptic/cam_corner_se/labels_map,1,640,480,RGB_INT8,921600,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_se/labels_maps_rgb/000001.ppm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_se/semantic_decoded/000001.pgm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_se/semantic_decoded/000001.pgm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_se/gazebo_instance_count/000001.pgm,2,1,0,rgb[1] * 256 + rgb[0],False,rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_se/metadata/000001.json
panoptic,cam_corner_se,labels_map,/perception/native/panoptic/cam_corner_se/labels_map,2,640,480,RGB_INT8,921600,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_se/labels_maps_rgb/000002.ppm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_se/semantic_decoded/000002.pgm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_se/semantic_decoded/000002.pgm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_se/gazebo_instance_count/000002.pgm,2,1,0,rgb[1] * 256 + rgb[0],False,rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_se/metadata/000002.json
panoptic,cam_corner_sw,labels_map,/perception/native/panoptic/cam_corner_sw/labels_map,0,640,480,RGB_INT8,921600,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_sw/labels_maps_rgb/000000.ppm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_sw/semantic_decoded/000000.pgm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_sw/semantic_decoded/000000.pgm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_sw/gazebo_instance_count/000000.pgm,2,1,0,rgb[1] * 256 + rgb[0],False,rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_sw/metadata/000000.json
panoptic,cam_corner_sw,labels_map,/perception/native/panoptic/cam_corner_sw/labels_map,1,640,480,RGB_INT8,921600,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_sw/labels_maps_rgb/000001.ppm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_sw/semantic_decoded/000001.pgm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_sw/semantic_decoded/000001.pgm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_sw/gazebo_instance_count/000001.pgm,2,1,0,rgb[1] * 256 + rgb[0],False,rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_sw/metadata/000001.json
panoptic,cam_corner_sw,labels_map,/perception/native/panoptic/cam_corner_sw/labels_map,2,640,480,RGB_INT8,921600,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_sw/labels_maps_rgb/000002.ppm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_sw/semantic_decoded/000002.pgm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_sw/semantic_decoded/000002.pgm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_sw/gazebo_instance_count/000002.pgm,2,1,0,rgb[1] * 256 + rgb[0],False,rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_sw/metadata/000002.json
panoptic,cam_wall_east,labels_map,/perception/native/panoptic/cam_wall_east/labels_map,0,640,480,RGB_INT8,921600,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_wall_east/labels_maps_rgb/000000.ppm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_wall_east/semantic_decoded/000000.pgm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_wall_east/semantic_decoded/000000.pgm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_wall_east/gazebo_instance_count/000000.pgm,2,1,0,rgb[1] * 256 + rgb[0],False,rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_wall_east/metadata/000000.json
panoptic,cam_wall_east,labels_map,/perception/native/panoptic/cam_wall_east/labels_map,1,640,480,RGB_INT8,921600,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_wall_east/labels_maps_rgb/000001.ppm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_wall_east/semantic_decoded/000001.pgm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_wall_east/semantic_decoded/000001.pgm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_wall_east/gazebo_instance_count/000001.pgm,2,1,0,rgb[1] * 256 + rgb[0],False,rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_wall_east/metadata/000001.json
panoptic,cam_wall_east,labels_map,/perception/native/panoptic/cam_wall_east/labels_map,2,640,480,RGB_INT8,921600,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_wall_east/labels_maps_rgb/000002.ppm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_wall_east/semantic_decoded/000002.pgm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_wall_east/semantic_decoded/000002.pgm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_wall_east/gazebo_instance_count/000002.pgm,2,1,0,rgb[1] * 256 + rgb[0],False,rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_wall_east/metadata/000002.json
