camera_id,group_index,labels_rgb_path,compact_instance_label_path,gazebo_instance_count_path,colored_map_path,rgb_path,pcl_path,metadata_path,labels_header_stamp,rgb_header_stamp,pcl_header_stamp,max_time_delta_ms,width,height,stride,written_point_count,skipped_nonfinite_count,has_pixel_coordinates,status,notes
cam_corner_sw,1,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_corner_sw/labels_maps_rgb/000001.ppm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_corner_sw/compact_instance_label/000001.pgm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_corner_sw/gazebo_instance_count/000001.pgm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_corner_sw/colored_maps/000001.ppm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_corner_sw/rgb/000001.ppm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_corner_sw/ply/000001.ply,rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_corner_sw/metadata/sync_000001.json,10.956000000,10.956000000,10.956000000,0.0,640,480,4,19200,0,True,ok,
cam_corner_sw,2,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_corner_sw/labels_maps_rgb/000002.ppm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_corner_sw/compact_instance_label/000002.pgm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_corner_sw/gazebo_instance_count/000002.pgm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_corner_sw/colored_maps/000002.ppm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_corner_sw/rgb/000002.ppm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_corner_sw/ply/000002.ply,rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_corner_sw/metadata/sync_000002.json,10.992000000,10.992000000,10.992000000,0.0,640,480,4,19200,0,True,ok,
cam_wall_east,0,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_east/labels_maps_rgb/000000.ppm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_east/compact_instance_label/000000.pgm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_east/gazebo_instance_count/000000.pgm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_east/colored_maps/000000.ppm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_east/rgb/000000.ppm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_east/ply/000000.ply,rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_east/metadata/sync_000000.json,10.940000000,10.940000000,10.940000000,0.0,640,480,4,19200,0,True,ok,
cam_wall_east,1,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_east/labels_maps_rgb/000001.ppm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_east/compact_instance_label/000001.pgm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_east/gazebo_instance_count/000001.pgm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_east/colored_maps/000001.ppm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_east/rgb/000001.ppm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_east/ply/000001.ply,rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_east/metadata/sync_000001.json,10.956000000,10.956000000,10.956000000,0.0,640,480,4,19200,0,True,ok,
cam_wall_east,2,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_east/labels_maps_rgb/000002.ppm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_east/compact_instance_label/000002.pgm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_east/gazebo_instance_count/000002.pgm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_east/colored_maps/000002.ppm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_east/rgb/000002.ppm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_east/ply/000002.ply,rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_east/metadata/sync_000002.json,10.992000000,10.992000000,10.992000000,0.0,640,480,4,19200,0,True,ok,
cam_wall_north,0,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_north/labels_maps_rgb/000000.ppm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_north/compact_instance_label/000000.pgm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_north/gazebo_instance_count/000000.pgm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_north/colored_maps/000000.ppm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_north/rgb/000000.ppm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_north/ply/000000.ply,rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_north/metadata/sync_000000.json,10.940000000,10.940000000,10.940000000,0.0,640,480,4,19190,10,True,ok,
cam_wall_north,1,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_north/labels_maps_rgb/000001.ppm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_north/compact_instance_label/000001.pgm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_north/gazebo_instance_count/000001.pgm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_north/colored_maps/000001.ppm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_north/rgb/000001.ppm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_north/ply/000001.ply,rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_north/metadata/sync_000001.json,10.956000000,10.956000000,10.956000000,0.0,640,480,4,19190,10,True,ok,
cam_wall_north,2,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_north/labels_maps_rgb/000002.ppm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_north/compact_instance_label/000002.pgm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_north/gazebo_instance_count/000002.pgm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_north/colored_maps/000002.ppm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_north/rgb/000002.ppm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_north/ply/000002.ply,rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_north/metadata/sync_000002.json,10.992000000,10.992000000,10.992000000,0.0,640,480,4,19190,10,True,ok,
cam_wall_south,0,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_south/labels_maps_rgb/000000.ppm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_south/compact_instance_label/000000.pgm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_south/gazebo_instance_count/000000.pgm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_south/colored_maps/000000.ppm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_south/rgb/000000.ppm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_south/ply/000000.ply,rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_south/metadata/sync_000000.json,10.940000000,10.940000000,10.940000000,0.0,640,480,4,19200,0,True,ok,
cam_wall_south,1,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_south/labels_maps_rgb/000001.ppm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_south/compact_instance_label/000001.pgm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_south/gazebo_instance_count/000001.pgm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_south/colored_maps/000001.ppm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_south/rgb/000001.ppm,/home/telilab4090/Documents/Gazebo World/my_world/rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_south/ply/000001.ply,rt_out/experiments/perception_rt_small_v0/perception_raw/native/sync_stable_instance_rgb_pcl/cam_wall_south/metadata/sync_000001.json,10.956000000,10.956000000,10.956000000,0.0,640,480,4,19200,0,True,ok,
